Year,Engine HP,Engine Cylinders,Number of Doors,highway MPG,city mpg,Popularity,MSRP
2005,140,4,2,33,23,1385,17510
2005,140,4,4,33,23,1385,17710
2005,140,4,2,33,23,1385,14410
2005,140,4,2,33,23,1385,10325
2015,420,6,4,24,17,1715,74100
2015,520,8,4,21,14,1715,113600
2015,240,6,4,29,20,1715,61700
2016,440,6,4,23,16,1715,95500
2016,420,6,4,24,17,1715,74800
2016,520,8,4,21,14,1715,114700
2016,300,6,4,24,19,1715,58300
2016,570,8,4,21,14,1715,157300
2016,240,6,4,29,20,1715,62300
2017,520,8,4,21,14,1715,116500
2017,300,6,4,24,18,1715,59600
2017,440,6,4,23,16,1715,97200
2017,570,8,4,21,14,1715,159600
2017,420,6,4,24,17,1715,76200
2006,295,6,2,26,18,1715,58900
2014,275,6,2,30,20,1715,52600
2014,325,6,2,28,20,1715,63800
2015,325,6,2,28,20,1715,63800
2015,340,6,2,26,19,1715,75200
2015,275,6,2,30,20,1715,52600
2016,325,6,2,28,20,1715,64100
2016,340,6,2,26,19,1715,75200
2016,275,6,2,30,20,1715,52600
2015,200,4,4,32,21,873,34275
2015,200,4,4,31,22,873,34095
2015,200,4,4,32,21,873,32995
2015,280,6,4,25,17,873,43575
2015,200,4,4,32,21,873,32995
2015,200,4,4,31,22,873,38085
2015,200,4,4,31,22,873,35375
2015,200,4,4,31,22,873,35375
2015,200,4,4,31,22,873,38085
2015,200,4,4,31,22,873,34095
2015,200,4,4,32,21,873,34275
2016,200,4,4,31,22,873,32670
2016,200,4,4,32,21,873,34655
2016,200,4,4,31,22,873,35755
2016,200,4,4,31,22,873,37820
2016,280,6,4,25,17,873,44355
2016,200,4,4,31,22,873,37820
2016,200,4,4,31,22,873,37820
2016,200,4,4,31,22,873,34475
2016,200,4,4,31,22,873,34475
2016,200,4,4,31,22,873,37820
2016,200,4,4,32,21,873,31570
2016,200,4,4,31,22,873,32670
2016,200,4,4,32,21,873,34655
2016,200,4,4,32,21,873,31570
2016,200,4,4,31,22,873,35755
2017,200,4,4,31,22,873,37820
2017,200,4,4,31,22,873,37820
2017,200,4,4,31,22,873,34475
2017,200,4,4,31,22,873,37820
2017,200,4,4,31,22,873,37820
2017,200,4,4,31,22,873,34475
1990,135,6,4,27,17,1385,2000
1990,110,4,4,29,20,1385,2000
2003,140,4,2,33,25,2031,18140
2003,180,4,2,29,20,2031,22005
2003,180,4,2,27,20,2031,22705
2003,140,4,2,30,23,2031,17340
2004,140,4,2,30,23,2031,19535
2004,180,4,2,28,22,2031,22935
2004,180,4,2,28,22,2031,24810
2004,180,4,2,30,21,2031,22235
2004,140,4,2,33,25,2031,18370
2004,140,4,2,30,23,2031,17570
2004,140,4,2,33,25,2031,20335
2004,180,4,2,30,21,2031,24110
2005,140,4,2,30,23,2031,17670
2005,180,4,2,30,21,2031,22335
2005,180,4,2,28,22,2031,23035
2005,140,4,2,33,25,2031,18470
2003,175,6,4,26,18,155,21235
2004,175,6,4,27,18,155,21815
2005,175,6,4,27,18,155,22040
2015,375,8,2,23,15,1851,31995
2015,485,8,2,23,14,1851,42595
2015,375,8,2,23,15,1851,35795
2015,485,8,2,23,14,1851,37995
2015,305,6,2,30,19,1851,29995
2015,375,8,2,23,15,1851,38795
2015,707,8,2,22,13,1851,58295
2015,485,8,2,23,14,1851,45695
2015,375,8,2,23,15,1851,34995
2015,305,6,2,30,19,1851,26995
2016,375,8,2,23,15,1851,31995
2016,485,8,2,23,14,1851,49195
2016,305,6,2,30,19,1851,29995
2016,485,8,2,23,14,1851,37995
2016,375,8,2,23,15,1851,34995
2016,375,8,2,23,15,1851,38995
2016,305,6,2,30,19,1851,26995
2016,707,8,2,21,13,1851,65945
2016,485,8,2,23,14,1851,42795
2016,375,8,2,23,15,1851,35995
2017,375,8,2,23,15,1851,35890
2017,485,8,2,23,14,1851,37995
2017,485,8,2,23,14,1851,49195
2017,375,8,2,23,15,1851,36890
2017,707,8,2,21,13,1851,62495
2017,375,8,2,23,15,1851,32890
2017,305,6,2,30,19,1851,26995
2017,375,8,2,23,15,1851,39890
2017,485,8,2,23,14,1851,42795
2017,305,6,2,30,19,1851,29995
2017,485,8,2,23,14,1851,43995
2017,375,8,2,23,15,1851,37390
2017,375,8,2,23,15,1851,40140
2015,485,8,4,25,15,1851,47995
2015,485,8,4,25,15,1851,39995
2015,707,8,4,22,13,1851,62295
2015,370,8,4,25,16,1851,33595
2015,292,6,4,31,19,1851,27995
2015,370,8,4,25,16,1851,36595
2015,292,6,4,27,18,1851,32995
2015,292,6,4,27,18,1851,30995
2015,292,6,4,31,19,1851,29995
2016,292,6,4,31,19,1851,27995
2016,707,8,4,22,13,1851,65945
2016,292,6,4,31,19,1851,29995
2016,485,8,4,25,15,1851,39995
2016,485,8,4,25,15,1851,50995
2016,370,8,4,25,16,1851,36895
2016,292,6,4,31,19,1851,31995
2016,370,8,4,25,16,1851,33895
2016,292,6,4,31,19,1851,30245
2017,292,6,4,30,19,1851,27995
2017,370,8,4,25,16,1851,34790
2017,485,8,4,25,15,1851,51145
2017,707,8,4,22,13,1851,65945
2017,292,6,4,27,18,1851,30245
2017,292,6,4,30,19,1851,29995
2017,370,8,4,25,16,1851,39890
2017,485,8,4,25,15,1851,44995
2017,292,6,4,27,18,1851,31995
2017,485,8,4,25,15,1851,39995
1996,195,6,3,17,14,1385,2000
1996,195,6,3,17,14,1385,2000
1996,195,6,3,17,14,1385,2000
1997,200,6,3,17,14,1385,2000
1997,200,6,3,17,14,1385,2000
1997,200,6,3,17,14,1385,2000
1998,200,6,3,18,13,1385,2050
1998,200,6,3,18,13,1385,2052
1998,200,6,3,18,13,1385,2116
1995,160,6,4,26,17,26,2000
1996,120,4,4,29,21,26,2000
1996,160,6,4,26,18,26,2000
1998,168,6,4,25,17,1013,2107
1999,168,6,4,25,17,1013,2202
2000,168,6,4,24,16,1013,2373
2015,131,4,4,26,24,1385,23515
2015,131,4,4,26,24,1385,21955
2016,131,4,4,26,24,1385,23515
2016,131,4,4,26,24,1385,21955
2017,131,4,4,26,24,1385,22405
2017,131,4,4,26,24,1385,23515
1990,62,4,2,44,36,2202,2000
1990,108,4,2,30,24,2202,2000
1990,92,4,2,32,27,2202,2000
1991,108,4,2,30,24,2202,2000
1991,92,4,2,33,27,2202,2000
1991,62,4,2,44,36,2202,2000
1995,102,4,2,37,30,2202,2000
1995,125,4,2,32,25,2202,2000
1995,160,4,2,27,23,2202,2033
1996,106,4,2,35,29,2202,2000
1996,160,4,2,27,23,2202,2213
1996,125,4,2,33,26,2202,2108
1997,160,4,2,27,23,2202,2410
1997,106,4,2,35,28,2202,2142
1997,127,4,2,33,26,2202,2322
2015,143,4,4,39,30,2202,24340
2015,143,4,4,41,31,2202,20040
2015,143,4,4,39,30,2202,19990
2015,205,4,4,31,22,2202,24590
2015,110,4,4,47,44,2202,27435
2015,205,4,2,31,22,2202,23090
2015,143,4,2,36,28,2202,20390
2015,205,4,2,31,22,2202,22890
2015,143,4,4,39,30,2202,21190
2015,110,4,4,47,44,2202,25935
2015,205,4,2,31,22,2202,24390
2015,143,4,4,39,30,2202,22840
2015,205,4,4,31,22,2202,23290
2015,110,4,4,38,27,2202,26740
2015,110,4,4,47,44,2202,26235
2015,110,4,4,47,44,2202,24735
2015,143,4,4,39,30,2202,19290
2015,143,4,2,38,29,2202,21190
2015,143,4,2,38,29,2202,24140
2015,143,4,2,36,28,2202,18290
2015,143,4,4,36,28,2202,18490
2015,205,4,2,31,22,2202,24590
2015,110,4,4,38,27,2202,29390
2015,143,4,2,38,29,2202,22640
2015,205,4,4,31,22,2202,23090
2015,143,4,2,39,30,2202,19090
2016,174,4,2,41,31,2202,26125
2016,174,4,2,41,31,2202,23425
2016,174,4,4,42,31,2202,26500
2016,174,4,2,41,31,2202,22300
2016,158,4,4,40,27,2202,18640
2016,158,4,4,41,31,2202,22040
2016,174,4,4,42,31,2202,22200
2016,158,4,4,41,31,2202,21040
2016,158,4,2,41,30,2202,20850
2016,174,4,4,42,31,2202,24700
2016,158,4,2,38,26,2202,19050
2016,158,4,4,41,31,2202,19440
2016,174,4,4,42,31,2202,23700
2016,174,4,4,42,31,2202,23200
2016,158,4,4,41,31,2202,20440
2016,174,4,4,42,31,2202,24700
2016,158,4,2,41,30,2202,19850
2017,174,4,4,39,30,2202,19700
2017,180,4,4,39,30,2202,21300
2017,174,4,4,40,31,2202,25300
2017,174,4,4,40,31,2202,22800
2017,174,4,4,40,31,2202,20500
2017,180,4,4,36,30,2202,22100
2017,174,4,4,42,32,2202,26600
2017,174,4,2,40,31,2202,26225
2017,174,4,4,42,32,2202,22300
2017,174,4,2,40,31,2202,23525
2017,174,4,4,42,32,2202,23800
2017,174,4,4,42,31,2202,21500
2017,158,4,4,40,31,2202,20540
2017,158,4,4,40,28,2202,18740
2017,158,4,2,39,30,2202,20950
2017,174,4,2,40,31,2202,22400
2017,174,4,4,42,32,2202,23300
2017,174,4,4,42,32,2202,24800
2017,158,4,4,40,31,2202,19540
2017,158,4,4,40,31,2202,21140
2017,158,4,2,39,28,2202,19150
2017,158,4,4,40,31,2202,22140
2017,158,4,2,39,30,2202,19950
2017,174,4,4,42,32,2202,24800
2017,174,4,2,41,30,2202,21600
1997,200,6,2,18,14,1385,2949
1997,200,6,2,18,14,1385,2992
1997,200,6,2,20,15,1385,2529
1997,200,6,2,18,14,1385,2580
1997,230,8,2,19,14,1385,2668
1997,200,6,2,18,14,1385,2583
1997,200,6,2,20,15,1385,2637
1997,200,6,2,20,15,1385,2517
1997,230,8,2,17,11,1385,3046
1997,200,6,2,20,15,1385,2265
1997,200,6,2,18,14,1385,3046
1997,200,6,2,20,15,1385,2896
1997,230,8,2,19,14,1385,2891
1997,200,6,2,20,15,1385,2713
1997,230,8,2,17,11,1385,3120
1997,200,6,2,18,14,1385,2653
1997,200,6,2,18,14,1385,2541
1997,200,6,2,20,15,1385,2486
1997,200,6,2,20,15,1385,2268
1997,200,6,2,20,15,1385,2207
1997,200,6,2,18,14,1385,2925
1997,200,6,2,20,15,1385,2242
1997,200,6,2,20,15,1385,2554
1997,200,6,2,18,14,1385,3088
1997,200,6,2,18,14,1385,2749
1997,200,6,2,18,14,1385,3220
1997,200,6,2,18,14,1385,2996
1997,200,6,2,20,15,1385,2366
1998,200,6,2,19,14,1385,3265
1998,230,8,2,17,12,1385,3676
1998,200,6,2,19,14,1385,3427
1998,230,8,2,17,12,1385,3470
1998,200,6,2,21,16,1385,2898
1998,200,6,2,19,14,1385,2920
1998,200,6,2,21,16,1385,2580
1998,230,8,2,18,13,1385,3357
1998,200,6,2,21,16,1385,2996
1998,200,6,2,19,14,1385,2883
1998,200,6,2,21,16,1385,3094
1998,200,6,2,21,16,1385,2885
1998,230,8,2,17,12,1385,3419
1998,200,6,2,21,16,1385,2668
1998,200,6,2,19,14,1385,2789
1998,200,6,2,19,14,1385,3321
1998,230,8,2,18,13,1385,3342
1998,200,6,2,19,14,1385,3025
1998,200,6,2,21,16,1385,2653
1998,200,6,2,21,16,1385,2740
1998,200,6,2,21,16,1385,2639
1998,200,6,2,19,14,1385,3067
1998,200,6,2,21,16,1385,2817
1998,200,6,2,19,14,1385,3350
1998,200,6,2,19,14,1385,3282
1998,200,6,2,21,16,1385,2430
1999,230,8,3,17,13,1385,3696
1999,230,8,3,17,13,1385,4098
1998,230,8,2,17,13,1385,2949
1998,230,8,2,17,13,1385,3345
1998,230,8,2,17,13,1385,3034
1998,230,8,2,17,13,1385,2697
1998,255,8,2,18,12,1385,3360
1998,255,8,2,18,12,1385,3068
1998,255,8,2,18,12,1385,3090
1998,255,8,2,18,12,1385,2847
2012,621,12,2,18,12,617,211000
2012,510,12,2,18,12,617,158700
2012,429,8,2,24,15,617,114100
2012,536,8,2,22,15,617,151500
2013,621,12,2,18,12,617,213200
2013,536,8,2,22,15,617,153000
2013,429,8,2,24,15,617,115300
2013,510,12,2,18,12,617,160300
2014,621,12,2,18,12,617,215500
2014,429,8,2,24,15,617,116600
2014,510,12,2,18,12,617,162000
2014,536,8,2,22,15,617,154600
2015,208,4,4,38,26,617,31500
2015,208,4,4,32,24,617,33500
2015,355,4,4,31,23,617,48500
2016,208,4,4,38,26,617,32050
2016,375,4,4,31,23,617,49500
2016,208,4,4,33,24,617,34050
2017,208,4,4,38,26,617,32400
2017,208,4,4,32,23,617,34400
2017,375,4,4,30,23,617,49950
2001,225,6,2,27,17,204,29980
2001,225,6,2,27,17,204,27980
2002,225,6,2,27,17,204,28030
2002,225,6,2,27,17,204,30030
2003,260,6,2,26,17,204,32700
2003,260,6,2,27,17,204,30550
2003,225,6,2,27,17,204,30350
2003,225,6,2,27,17,204,28200
2003,260,6,2,26,17,204,30550
2004,140,4,4,31,22,1385,19505
2005,140,4,4,31,22,1385,19690
2007,268,6,2,25,17,617,54200
2007,475,8,2,18,12,617,89200
2007,268,6,2,25,17,617,46200
2007,382,8,2,22,15,617,62900
2007,382,8,2,22,15,617,54900
2008,268,6,2,25,17,617,46450
2008,382,8,2,22,15,617,55150
2008,500,8,2,19,12,617,135000
2008,382,8,2,21,15,617,63200
2008,475,8,2,18,12,617,89500
2008,268,6,2,25,17,617,54500
2009,268,6,2,25,17,617,56100
2009,382,8,2,21,15,617,64800
2009,382,8,2,22,15,617,56800
2009,268,6,2,25,17,617,48100
2015,402,8,4,26,17,617,73200
2015,577,8,4,22,16,617,106550
2015,329,6,4,30,20,617,65990
2015,329,6,4,28,20,617,68490
2015,402,8,4,24,17,617,75700
2016,329,6,4,30,20,617,66900
2016,329,6,4,26,19,617,69400
2016,577,8,4,22,16,617,107800
2016,402,8,4,25,17,617,76600
2016,402,8,4,26,17,617,74100
2017,402,8,4,26,18,617,74850
2017,402,8,4,25,17,617,77350
2017,577,8,4,22,16,617,108900
2008,148,4,2,33,24,1385,14410
2008,148,4,4,33,24,1385,15120
2008,260,4,2,30,22,1385,22335
2008,148,4,4,33,24,1385,14410
2008,173,4,4,32,22,1385,19695
2008,148,4,2,33,24,1385,15120
2008,173,4,2,32,22,1385,19695
2009,155,4,2,35,25,1385,16460
2009,155,4,4,35,25,1385,15660
2009,260,4,2,30,22,1385,23425
2009,155,4,2,35,25,1385,15660
2009,260,4,4,30,22,1385,23425
2009,155,4,4,37,25,1385,14990
2009,155,4,2,37,25,1385,14990
2009,155,4,4,35,25,1385,16460
2010,155,4,4,37,25,1385,15670
2010,260,4,2,30,22,1385,24535
2010,155,4,2,37,25,1385,14990
2010,155,4,4,37,25,1385,16470
2010,155,4,4,37,25,1385,14990
2010,155,4,2,37,25,1385,16470
2010,155,4,2,37,25,1385,15670
2012,300,8,4,20,14,1385,28340
2012,242,5,4,23,17,1385,29480
2012,185,4,4,24,18,1385,23030
2012,185,4,2,24,18,1385,20980
2012,242,5,4,21,16,1385,30320
2012,242,5,4,23,17,1385,26160
2012,242,5,4,23,17,1385,27490
2012,185,4,4,25,18,1385,22955
2012,185,4,4,25,18,1385,19730
2012,185,4,2,23,17,1385,24440
2012,185,4,2,25,18,1385,17475
2012,185,4,4,25,18,1385,24285
2012,185,4,4,23,17,1385,26620
2012,185,4,2,25,18,1385,20370
2012,300,8,4,20,14,1385,27010
2012,242,5,4,21,16,1385,28460
2015,200,4,4,25,19,1385,29220
2015,200,4,4,27,20,1385,29550
2015,305,6,4,26,18,1385,25850
2015,305,6,4,26,18,1385,28630
2015,200,4,4,27,20,1385,27110
2015,200,4,4,27,20,1385,24330
2015,200,4,4,25,19,1385,26885
2015,305,6,4,24,17,1385,30005
2015,305,6,4,24,17,1385,34415
2015,200,4,4,26,19,1385,21775
2015,305,6,4,24,17,1385,32085
2015,305,6,4,26,18,1385,30785
2015,305,6,4,24,17,1385,32385
2015,305,6,4,24,17,1385,34115
2015,200,4,4,27,20,1385,25170
2015,200,4,4,26,19,1385,20120
2015,200,4,4,27,20,1385,27630
2015,305,6,4,24,17,1385,29705
2015,200,4,4,25,19,1385,31555
2016,305,6,4,24,17,1385,30665
2016,305,6,4,24,17,1385,32895
2016,305,6,4,24,17,1385,35000
2016,305,6,4,24,17,1385,30365
2016,200,4,4,27,20,1385,28515
2016,305,6,4,24,17,1385,33195
2016,200,4,4,25,19,1385,30030
2016,200,4,4,26,19,1385,20100
2016,200,4,4,25,19,1385,32440
2016,305,6,4,26,18,1385,31670
2016,305,6,4,26,18,1385,26510
2016,200,4,4,27,20,1385,30435
2016,200,4,4,25,19,1385,27545
2016,200,4,4,27,20,1385,24990
2016,305,6,4,24,17,1385,35300
2016,200,4,4,27,20,1385,27920
2016,200,4,4,26,19,1385,22435
2016,200,4,4,27,20,1385,25980
2016,305,6,4,26,18,1385,29440
1992,92,4,2,33,27,1851,2000
1992,92,4,2,32,25,1851,2000
1993,92,4,2,36,28,1851,2000
1993,113,4,4,31,23,1851,2000
1993,92,4,2,36,28,1851,2000
1993,92,4,4,36,28,1851,2000
1994,113,4,4,30,23,1851,2000
1994,92,4,2,35,28,1851,2000
1994,113,4,4,30,23,1851,2000
1994,92,4,2,35,28,1851,2000
1992,113,4,4,26,21,535,2000
1992,92,4,2,32,25,535,2000
1992,92,4,2,33,27,535,2000
1992,113,4,4,26,21,535,2000
1992,113,4,4,24,19,535,2000
1993,92,4,2,36,28,535,2000
1993,92,4,2,36,28,535,2000
1993,113,4,4,24,19,535,2000
1993,113,4,4,31,23,535,2000
1993,92,4,4,36,28,535,2000
1993,136,4,4,26,19,535,2000
1993,113,4,4,26,21,535,2000
1994,113,4,4,27,21,535,2000
1994,136,4,4,25,19,535,2000
1994,136,4,4,22,18,535,2000
1994,92,4,2,35,28,535,2000
1994,92,4,2,35,28,535,2000
1994,113,4,4,30,23,535,2000
1994,113,4,4,30,23,535,2000
2002,234,6,4,24,16,1013,25520
2002,200,6,4,26,18,1013,22790
2002,250,6,4,24,16,1013,28415
2003,200,6,4,27,19,1013,23180
2003,234,6,4,25,17,1013,25910
2003,250,6,4,25,17,1013,28805
2004,200,6,4,27,19,1013,23480
2004,234,6,4,25,17,1013,26210
2004,250,6,4,25,17,1013,29105
2011,600,12,4,17,10,520,206600
2012,600,12,4,17,10,520,209600
2013,600,12,4,17,10,520,209600
2011,552,12,4,18,11,520,181200
2012,552,12,4,19,11,520,184200
2013,552,12,4,19,11,520,184200
2014,626,12,2,20,12,520,238700
2010,600,12,2,17,10,520,207700
2014,616,12,2,20,13,520,217000
2015,572,8,2,23,13,520,337000
2014,500,8,2,24,15,520,177500
2014,521,8,2,24,15,520,196500
2014,567,12,2,21,12,520,198600
2015,626,12,2,20,12,520,250100
2015,626,12,2,21,12,520,227600
2015,567,12,2,21,12,520,203500
2015,521,8,2,24,14,520,219400
2015,500,8,2,24,14,520,206300
2015,500,8,2,25,15,520,187900
2015,567,12,2,20,12,520,223600
2015,521,8,2,25,15,520,199700
2016,521,8,2,24,14,520,231800
2016,500,8,2,25,15,520,198500
2016,500,8,2,24,14,520,218400
2016,626,12,2,21,12,520,239400
2016,582,12,2,20,12,520,236100
2016,582,12,2,21,12,520,214600
2016,521,8,2,25,15,520,210700
2016,626,12,2,20,12,520,263400
2010,600,12,2,17,10,520,231400
2011,600,12,2,17,10,520,236100
2012,567,12,2,19,11,520,212800
2013,567,12,2,19,11,520,212800
2013,500,8,2,24,14,520,191400
2014,500,8,2,24,14,520,195200
2014,567,12,2,20,12,520,218500
2014,521,8,2,24,14,520,216200
2011,621,12,2,19,12,520,280400
2012,621,12,2,19,12,520,280400
2010,621,12,2,19,12,520,267000
2011,621,12,2,19,12,520,267000
2012,621,12,2,19,12,520,267000
2001,420,8,2,15,10,520,299900
2001,400,8,2,15,10,520,279900
2001,420,8,2,15,10,520,309900
2001,420,8,2,15,10,520,319900
2003,420,8,2,15,10,520,328990
2003,420,8,2,15,10,520,318990
2001,275,8,4,23,15,61,39660
2002,275,8,4,23,15,61,39895
2002,275,8,4,23,15,61,38185
2002,275,8,4,23,15,61,38790
2002,275,8,4,23,15,61,39775
2017,305,6,4,26,17,61,44560
2017,305,6,4,24,16,61,46560
2017,305,6,4,24,16,61,49515
2017,305,6,4,26,17,61,47515
1998,195,6,4,26,17,5657,2655
1999,200,6,4,26,17,5657,2702
2000,200,6,4,27,18,5657,2937
1998,125,4,4,32,21,5657,2000
1998,125,4,4,32,21,5657,2000
1998,125,4,4,32,21,5657,2000
1998,125,4,4,32,21,5657,2000
1999,125,4,4,31,21,5657,2000
1999,125,4,4,31,21,5657,2000
2000,170,6,4,27,18,5657,2000
2000,125,4,4,31,21,5657,2079
2001,325,8,2,15,10,86,359990
2017,137,4,4,35,27,2031,18750
2017,137,4,4,36,28,2031,19490
2015,140,4,4,42,30,2031,18965
2015,132,4,4,38,29,2031,18965
2015,140,4,4,40,30,2031,19665
2015,132,4,4,37,29,2031,19895
2015,132,4,4,36,27,2031,17550
2015,132,4,4,37,28,2031,16950
2015,132,4,4,37,28,2031,21495
2015,132,4,4,38,29,2031,22025
2015,132,4,4,37,29,2031,22955
2015,132,4,4,37,29,2031,19195
2015,140,4,4,40,30,2031,22725
2015,132,4,4,38,29,2031,18565
2016,140,4,4,42,30,2031,19135
2016,132,4,4,38,29,2031,19135
2016,132,4,4,37,29,2031,20065
2016,132,4,4,37,28,2031,17300
2016,132,4,4,37,29,2031,23125
2016,132,4,4,37,28,2031,21665
2016,132,4,4,38,29,2031,22195
2016,140,4,4,40,30,2031,19835
2016,132,4,4,37,29,2031,20635
2016,140,4,4,40,30,2031,22895
2016,132,4,4,36,27,2031,17900
2016,132,4,4,38,29,2031,18735
2016,132,4,4,37,29,2031,19365
2017,132,4,4,35,28,2031,22680
2017,140,4,4,40,30,2031,21300
2017,132,4,4,36,28,2031,18500
2017,132,4,4,35,27,2031,21665
2017,140,4,4,40,30,2031,19335
2017,132,4,4,35,28,2031,21900
2017,132,4,4,36,28,2031,21825
2017,132,4,4,36,28,2031,18935
2017,132,4,4,35,28,2031,20445
1992,158,4,2,26,18,873,2000
1992,178,6,2,23,16,873,2000
1993,178,6,2,23,16,873,2000
1994,178,6,2,22,16,873,2000
1994,120,4,4,28,22,1385,2000
1996,120,4,4,29,21,1385,2000
2014,455,8,2,29,17,1385,53000
2014,455,8,2,29,17,1385,57000
2014,455,8,2,29,17,1385,62000
2014,455,8,2,29,17,1385,58000
2015,460,8,2,29,17,1385,68160
2015,460,8,2,29,17,1385,64160
2015,650,8,2,22,15,1385,83000
2015,455,8,2,29,17,1385,63160
2015,460,8,2,29,17,1385,64000
2015,455,8,2,29,17,1385,55000
2015,650,8,2,22,15,1385,87650
2015,460,8,2,29,17,1385,73450
2015,455,8,2,29,17,1385,64450
2015,460,8,2,29,17,1385,69450
2015,460,8,2,29,17,1385,60000
2015,455,8,2,29,17,1385,59000
2015,650,8,2,22,15,1385,82270
2015,650,8,2,22,15,1385,86270
2015,650,8,2,22,15,1385,91650
2015,650,8,2,22,15,1385,79000
2015,455,8,2,29,17,1385,68450
2015,455,8,2,29,17,1385,59160
2016,650,8,2,22,15,1385,88345
2016,650,8,2,22,15,1385,79400
2016,460,8,2,29,17,1385,70145
2016,455,8,2,29,17,1385,65145
2016,650,8,2,22,15,1385,83400
2016,650,8,2,22,15,1385,82965
2016,460,8,2,29,17,1385,68855
2016,455,8,2,29,17,1385,59855
2016,460,8,2,29,17,1385,64400
2016,460,8,2,29,17,1385,74145
2016,455,8,2,29,17,1385,63855
2016,650,8,2,22,15,1385,86965
2016,455,8,2,29,17,1385,59400
2016,650,8,2,22,15,1385,92345
2016,460,8,2,29,17,1385,60400
2016,460,8,2,29,17,1385,64855
2016,455,8,2,29,17,1385,69145
2016,455,8,2,29,17,1385,55400
2017,650,8,2,22,15,1385,87015
2017,455,8,2,25,16,1385,59905
2017,460,8,2,25,16,1385,74195
2017,455,8,2,25,16,1385,65195
2017,650,8,2,22,15,1385,88395
2017,455,8,2,25,16,1385,59450
2017,455,8,2,25,16,1385,55450
2017,460,8,2,25,16,1385,70195
2017,460,8,2,25,16,1385,68905
2017,460,8,2,25,16,1385,65450
2017,650,8,2,22,15,1385,79450
2017,460,8,2,25,16,1385,69905
2017,455,8,2,25,16,1385,69195
2017,455,8,2,25,16,1385,63905
2017,460,8,2,25,16,1385,69450
2017,460,8,2,25,16,1385,60450
2017,460,8,2,25,16,1385,79195
2017,650,8,2,22,15,1385,92395
2017,650,8,2,22,15,1385,83450
2017,650,8,2,22,15,1385,83015
2017,460,8,2,25,16,1385,73905
2017,460,8,2,25,16,1385,64450
2017,460,8,2,25,16,1385,64905
2017,460,8,2,25,16,1385,75195
1990,164,5,2,22,16,3105,2000
1991,164,5,2,22,15,3105,2000
2004,390,8,2,15,10,238,81013
2004,390,8,2,16,10,238,85174
2005,385,8,2,16,11,238,86877
2005,385,8,2,15,10,238,82633
2006,390,8,2,18,11,238,87577
2006,390,8,2,17,12,238,79900
1991,188,4,2,20,17,870,2000
2014,185,4,4,30,22,2202,26470
2014,185,4,4,31,23,2202,23120
2014,185,4,4,30,22,2202,30620
2014,185,4,4,31,23,2202,29370
2014,185,4,4,30,22,2202,24370
2014,185,4,4,30,22,2202,29120
2014,185,4,4,30,22,2202,29820
2014,185,4,4,31,23,2202,28570
2014,185,4,4,31,23,2202,25220
2014,185,4,4,31,23,2202,27870
2015,185,4,4,33,26,2202,32895
2015,185,4,4,34,27,2202,23445
2015,185,4,4,33,26,2202,30895
2015,185,4,4,34,27,2202,25545
2015,185,4,4,33,26,2202,29395
2015,185,4,4,33,26,2202,24695
2015,185,4,4,33,26,2202,26795
2015,185,4,4,34,27,2202,28145
2015,185,4,4,34,27,2202,31645
2015,185,4,4,34,27,2202,29645
2016,185,4,4,31,25,2202,27295
2016,185,4,4,31,25,2202,31245
2016,185,4,4,33,26,2202,32095
2016,185,4,4,31,25,2202,25845
2016,185,4,4,33,26,2202,28445
2016,185,4,4,33,26,2202,29945
2016,185,4,4,31,25,2202,25045
2016,185,4,4,33,26,2202,24545
2016,185,4,4,33,26,2202,25995
2016,185,4,4,31,25,2202,33395
2016,185,4,4,33,26,2202,23745
2016,185,4,4,31,25,2202,29745
2014,130,4,2,39,36,2202,20645
2014,130,4,2,38,31,2202,19995
2014,130,4,2,38,31,2202,23340
2014,130,4,2,38,31,2202,21840
2014,130,4,2,39,36,2202,22490
2014,130,4,2,39,36,2202,23990
2015,130,4,2,38,31,2202,21990
2015,130,4,2,39,36,2202,24140
2015,130,4,2,38,31,2202,23490
2015,130,4,2,38,31,2202,20145
2015,130,4,2,39,36,2202,20795
2015,130,4,2,39,36,2202,22640
2016,130,4,2,38,31,2202,22140
2016,130,4,2,38,31,2202,24440
2016,130,4,2,39,36,2202,22790
2016,130,4,2,38,31,2202,20295
2016,130,4,2,39,36,2202,25090
2016,130,4,2,39,36,2202,20945
1990,190,6,4,22,17,2031,2000
1991,190,6,4,22,17,2031,2000
1992,190,6,4,22,17,2031,2000
2006,215,6,2,23,15,1013,29145
2006,215,6,2,23,15,1013,38545
2006,330,6,2,22,15,1013,49470
2006,215,6,2,23,15,1013,34195
2006,330,6,2,22,15,1013,45170
2006,215,6,2,23,15,1013,34185
2007,215,6,2,23,15,1013,38955
2007,215,6,2,23,15,1013,34595
2007,215,6,2,23,15,1013,29510
2007,215,6,2,23,15,1013,34560
2008,215,6,2,23,15,1013,39130
2008,215,6,2,23,15,1013,34735
2013,278,6,4,30,20,2202,33540
2013,278,6,4,28,19,2202,37090
2013,278,6,4,30,20,2202,30890
2013,192,4,4,31,22,2202,33015
2013,278,6,4,30,20,2202,35640
2013,192,4,4,31,22,2202,27230
2013,278,6,4,28,19,2202,34990
2013,192,4,4,31,22,2202,30915
2014,278,6,4,30,20,2202,33690
2014,192,4,4,31,22,2202,33165
2014,192,4,4,31,22,2202,31065
2014,192,4,4,31,22,2202,27380
